TimeStamp,Application,Log Name,GPU0,GPU1,CPU,Resolution,Runtime,Avg FPS,1% Low,AvgPCLatency (ms),    ,Min FPS,Max FPS,0.1% Low FPS,Time (ms),MinPCLatency (ms),MaxPCLatency (ms),RenderPresentLatency (ms),Min Present FPS,Max Present FPS,1% Low Present FPS,0.1% Low Present FPS,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0 Util%,GPU0 Temp (C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1 Util%,GPU1 Temp (C),Perf/Watt (F/J) (PCAT),PCAT Power (Watts),GPU NV Power (Watts) (API),CPUClk(MHz),CPU Util %,CPU Temp (C),CPU Package Power(Watts),Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W),Battery Charge Rate(W),OS,GPU Base Driver,GPU Driver Package,System RAM,Motherboard
2025-08-31T211322,cis5650_boids.exe,FrameView_cis5650_boids.exe_2025_08_31T211312_Log.csv,NVIDIA GeForce RTX 5070,Intel(R) Graphics,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,29.118,24.964,NA,  ,21.983,30.043,21.983,9.956,NA,NA,0.152,21.972,30.044,24.942,21.972,550.000,NA,3.753,NA,2823.464,13801.000,95.821,59.093,NA,NA,126,3460.935,8.993,48.773,13.684,NA,NA,NA,NA,NA,Microsoft Windows 11 Pro 2009 10.0.26100,NVIDIA: r580_92 ,NVIDIA: 58108 ,32GB  4800 MT/s,ASUSTeK COMPUTER INC. PRIME Z890M-PLUS WIFI
