TimeStamp,Application,Log Name,GPU0,GPU1,CPU,Resolution,Runtime,Avg FPS,1% Low,AvgPCLatency (ms),    ,Min FPS,Max FPS,0.1% Low FPS,Time (ms),MinPCLatency (ms),MaxPCLatency (ms),RenderPresentLatency (ms),Min Present FPS,Max Present FPS,1% Low Present FPS,0.1% Low Present FPS,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0 Util%,GPU0 Temp (C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1 Util%,GPU1 Temp (C),Perf/Watt (F/J) (PCAT),PCAT Power (Watts),GPU NV Power (Watts) (API),CPUClk(MHz),CPU Util %,CPU Temp (C),CPU Package Power(Watts),Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W),Battery Charge Rate(W),OS,GPU Base Driver,GPU Driver Package,System RAM,Motherboard
2025-08-31T011242,cis5650_boids.exe,FrameView_cis5650_boids.exe_2025_08_31T011232_Log.csv,NVIDIA GeForce RTX 5070,Intel(R) Graphics,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,367.011,234.057,NA,  ,189.645,444.385,203.832,9.986,NA,NA,0.147,189.433,436.262,232.457,202.231,550.000,NA,2.000,NA,2850.000,13800.999,67.718,54.326,NA,NA,118,3814.562,10.400,47.915,30.680,NA,NA,NA,NA,NA,Microsoft Windows 11 Pro 2009 10.0.26100,NVIDIA: r580_92 ,NVIDIA: 58108 ,32GB  4800 MT/s,ASUSTeK COMPUTER INC. PRIME Z890M-PLUS WIFI
