Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,FlipToken,TimeInSeconds,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,Render Queue Depth,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1Util(%),GPU1Temp(C),PCAT Power Total(W),Perf/W Total(F/J) (PCAT),Perf/W Total(F/J) (API),Perf/W GPUOnly(F/J) (API),Perf/W Total-USBC(F/J) (API),GPUOnlyPwr(W) (API),NV-Total-USBCPwr(W) (API),NV Pwr(W) (API),AMDPwr(W) (API),CPUClk(MHz),CPUUtil(%),CPU Package Temp(C),CPU Package Power(W),CPU TDP (W),CPUCoreUtil%[ 0],CPUCoreUtil%[ 1],CPUCoreUtil%[ 2],CPUCoreUtil%[ 3],CPUCoreUtil%[ 4],CPUCoreUtil%[ 5],CPUCoreUtil%[ 6],CPUCoreUtil%[ 7],CPUCoreUtil%[ 8],CPUCoreUtil%[ 9],CPUCoreUtil%[10],CPUCoreUtil%[11],CPUCoreUtil%[12],CPUCoreUtil%[13],CPUCoreUtil%[14],CPUCoreUtil%[15],CPUCoreUtil%[16],CPUCoreUtil%[17],CPUCoreUtil%[18],CPUCoreUtil%[19],CPUCoreUtil%[20],CPUCoreUtil%[21],CPUCoreUtil%[22],CPUCoreUtil%[23],CPUCoreUtil%[24],CPUCoreUtil%[25],CPUCoreUtil%[26],CPUCoreUtil%[27],CPUCoreUtil%[28],CPUCoreUtil%[29],CPUCoreUtil%[30],CPUCoreUtil%[31],CPUCoreUtil%[32],CPUCoreUtil%[33],CPUCoreUtil%[34],CPUCoreUtil%[35],CPUCoreUtil%[36],CPUCoreUtil%[37],CPUCoreUtil%[38],CPUCoreUtil%[39],CPUCoreUtil%[40],CPUCoreUtil%[41],CPUCoreUtil%[42],CPUCoreUtil%[43],CPUCoreUtil%[44],CPUCoreUtil%[45],CPUCoreUtil%[46],CPUCoreUtil%[47],CPUCoreUtil%[48],CPUCoreUtil%[49],CPUCoreUtil%[50],CPUCoreUtil%[51],CPUCoreUtil%[52],CPUCoreUtil%[53],CPUCoreUtil%[54],CPUCoreUtil%[55],CPUCoreUtil%[56],CPUCoreUtil%[57],CPUCoreUtil%[58],CPUCoreUtil%[59],CPUCoreUtil%[60],CPUCoreUtil%[61],CPUCoreUtil%[62],CPUCoreUtil%[63],Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W)
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3214,361.606575,NA,1.700,1.739,0.000,0.151,0.151,0.089,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.883,11.099,6.883,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3215,361.608251,NA,1.677,1.637,0.000,0.111,0.111,0.066,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.978,11.252,6.978,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3216,361.610002,NA,1.751,1.787,0.000,0.147,0.147,0.084,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.683,10.777,6.683,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3217,361.611713,NA,1.711,1.712,0.000,0.148,0.148,0.087,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.840,11.031,6.840,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3218,361.613300,NA,1.587,1.588,0.000,0.149,0.149,0.094,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,7.373,11.890,7.373,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3219,361.615219,NA,1.919,1.906,0.000,0.136,0.136,0.071,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.098,9.833,6.098,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3220,361.617536,NA,2.317,2.330,0.000,0.149,0.149,0.064,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,5.050,8.144,5.050,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3221,361.619149,NA,1.614,1.611,0.000,0.147,0.147,0.091,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,7.251,11.693,7.251,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3222,361.621035,NA,1.885,1.888,0.000,0.149,0.149,0.079,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.206,10.008,6.206,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,37132,0x0000000000000000,0,0,Hardware: Legacy Flip,0,3223,361.622780,NA,1.745,1.741,0.000,0.145,0.145,0.083,NA,550,NA,3,NA,2857,13801,44,50,NA,NA,6.705,10.813,6.705,52,85,85,NA,3873,12, 49,32.759, 125,60,16,0,0,0,0,8,9,9,8,3,1,2,1,0,13,23,0,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
