Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,FlipToken,TimeInSeconds,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,Render Queue Depth,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1Util(%),GPU1Temp(C),PCAT Power Total(W),Perf/W Total(F/J) (PCAT),Perf/W Total(F/J) (API),Perf/W GPUOnly(F/J) (API),Perf/W Total-USBC(F/J) (API),GPUOnlyPwr(W) (API),NV-Total-USBCPwr(W) (API),NV Pwr(W) (API),AMDPwr(W) (API),CPUClk(MHz),CPUUtil(%),CPU Package Temp(C),CPU Package Power(W),CPU TDP (W),CPUCoreUtil%[ 0],CPUCoreUtil%[ 1],CPUCoreUtil%[ 2],CPUCoreUtil%[ 3],CPUCoreUtil%[ 4],CPUCoreUtil%[ 5],CPUCoreUtil%[ 6],CPUCoreUtil%[ 7],CPUCoreUtil%[ 8],CPUCoreUtil%[ 9],CPUCoreUtil%[10],CPUCoreUtil%[11],CPUCoreUtil%[12],CPUCoreUtil%[13],CPUCoreUtil%[14],CPUCoreUtil%[15],CPUCoreUtil%[16],CPUCoreUtil%[17],CPUCoreUtil%[18],CPUCoreUtil%[19],CPUCoreUtil%[20],CPUCoreUtil%[21],CPUCoreUtil%[22],CPUCoreUtil%[23],CPUCoreUtil%[24],CPUCoreUtil%[25],CPUCoreUtil%[26],CPUCoreUtil%[27],CPUCoreUtil%[28],CPUCoreUtil%[29],CPUCoreUtil%[30],CPUCoreUtil%[31],CPUCoreUtil%[32],CPUCoreUtil%[33],CPUCoreUtil%[34],CPUCoreUtil%[35],CPUCoreUtil%[36],CPUCoreUtil%[37],CPUCoreUtil%[38],CPUCoreUtil%[39],CPUCoreUtil%[40],CPUCoreUtil%[41],CPUCoreUtil%[42],CPUCoreUtil%[43],CPUCoreUtil%[44],CPUCoreUtil%[45],CPUCoreUtil%[46],CPUCoreUtil%[47],CPUCoreUtil%[48],CPUCoreUtil%[49],CPUCoreUtil%[50],CPUCoreUtil%[51],CPUCoreUtil%[52],CPUCoreUtil%[53],CPUCoreUtil%[54],CPUCoreUtil%[55],CPUCoreUtil%[56],CPUCoreUtil%[57],CPUCoreUtil%[58],CPUCoreUtil%[59],CPUCoreUtil%[60],CPUCoreUtil%[61],CPUCoreUtil%[62],CPUCoreUtil%[63],Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W)
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,87,2448.121487,NA,57.360,57.320,0.000,0.100,0.100,0.002,NA,550,NA,2,NA,2820,13801,97,57,NA,NA,0.124,0.200,0.124,87,140,140,NA,3448,8,NA,NA,NA,31,12,11,0,0,10,3,6,4,3,0,1,1,0,0,0,0,0,7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,88,2448.179210,NA,57.723,57.719,0.000,0.095,0.095,0.002,NA,550,NA,2,NA,2820,13801,97,57,NA,NA,0.123,0.199,0.123,87,140,140,NA,3448,8, 49,23.346, 125,31,12,11,0,0,10,3,6,4,3,0,1,1,0,0,0,0,0,7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,89,2448.236738,NA,57.528,58.014,0.000,0.582,0.582,0.010,NA,550,NA,2,NA,2820,13801,97,57,NA,NA,0.124,0.199,0.124,87,140,140,NA,3448,8,NA,NA,NA,31,12,11,0,0,10,3,6,4,3,0,1,1,0,0,0,0,0,7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,90,2448.292855,NA,56.117,55.645,0.000,0.109,0.109,0.002,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.116,0.186,0.116,95,154,154,NA,3579,10, 49,23.346, 125,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,91,2448.349551,NA,56.696,57.023,0.000,0.437,0.437,0.008,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.114,0.184,0.114,95,154,154,NA,3579,10,NA,NA,NA,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,92,2448.407242,NA,57.691,57.387,0.000,0.133,0.133,0.002,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.112,0.181,0.112,95,154,154,NA,3579,10,NA,NA,NA,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,93,2448.464825,NA,57.583,57.570,0.000,0.120,0.120,0.002,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.113,0.182,0.113,95,154,154,NA,3579,10,NA,NA,NA,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,94,2448.522632,NA,57.807,57.775,0.000,0.088,0.088,0.002,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.112,0.181,0.112,95,154,154,NA,3579,10, 49,26.744, 125,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,95,2448.580690,NA,58.058,58.069,0.000,0.099,0.099,0.002,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.112,0.180,0.112,95,154,154,NA,3579,10, 51,28.177, 125,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,96,2448.638839,NA,58.149,58.248,0.000,0.198,0.198,0.003,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.112,0.180,0.112,95,154,154,NA,3579,10,NA,NA,NA,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,11768,0x0000000000000000,0,0,Hardware: Legacy Flip,0,97,2448.696612,NA,57.773,57.661,0.000,0.085,0.085,0.001,NA,550,NA,2,NA,2820,13801,96,59,NA,NA,0.112,0.181,0.112,95,154,154,NA,3579,10, 51,28.177, 125,80,8,18,0,0,22,6,13,7,4,1,1,1,0,0,0,0,0,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
