TimeStamp,Application,Log Name,GPU0,GPU1,CPU,Resolution,Runtime,Avg FPS,1% Low,AvgPCLatency (ms),    ,Min FPS,Max FPS,0.1% Low FPS,Time (ms),MinPCLatency (ms),MaxPCLatency (ms),RenderPresentLatency (ms),Min Present FPS,Max Present FPS,1% Low Present FPS,0.1% Low Present FPS,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0 Util%,GPU0 Temp (C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1 Util%,GPU1 Temp (C),Perf/Watt (F/J) (PCAT),PCAT Power (Watts),GPU NV Power (Watts) (API),CPUClk(MHz),CPU Util %,CPU Temp (C),CPU Package Power(Watts),Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W),Battery Charge Rate(W),OS,GPU Base Driver,GPU Driver Package,System RAM,Motherboard
2025-09-01T232001,cis5650_boids.exe,FrameView_cis5650_boids.exe_2025_09_01T231951_Log.csv,NVIDIA GeForce RTX 5070,Intel(R) Graphics,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,961.848,61.962,NA,  ,4.553,1800.504,7.206,9.99,NA,NA,0.104,4.553,1848.429,61.877,7.206,550,NA,4.046,NA,2857,13801,39.279,50.912,NA,NA,60,4129.812,12.796,45.812,31.592,NA,NA,NA,NA,NA,Microsoft Windows 11 Pro 2009 10.0.26100,NVIDIA: r580_92 ,NVIDIA: 58108 ,32GB  4800 MT/s,ASUSTeK COMPUTER INC. PRIME Z890M-PLUS WIFI
