BlockSize: 32
5000,coherent,900.9,0.797,0.284,0.000
5000,coherent,1288.6,0.775,0.290,0.000
5000,coherent,1006.3,0.785,0.299,0.000
5000,coherent,1230.9,1.001,0.347,0.000
5000,coherent,1215.3,0.822,0.367,0.000
5000,coherent,1230.1,0.812,0.362,0.000
5000,coherent,1213.2,0.823,0.358,0.000
5000,coherent,1217.0,0.821,0.364,0.000
5000,coherent,1128.2,0.885,0.392,0.000
5000,coherent,1107.7,0.902,0.402,0.000
5000,coherent,1110.9,0.899,0.401,0.000
5000,coherent,1098.5,0.909,0.406,0.000
5000,coherent,1114.7,0.896,0.397,0.000
5000,coherent,1099.9,0.908,0.404,0.000
5000,coherent,1112.4,0.898,0.397,0.000
5000,coherent,1106.7,0.903,0.400,0.000
5000,coherent,1134.3,0.881,0.370,0.000
5000,coherent,1214.0,0.823,0.323,0.000

BlockSize: 64
5000,coherent,950.9,0.788,0.280,0.000
5000,coherent,1295.1,0.771,0.287,0.000
5000,coherent,1280.5,0.780,0.294,0.000
5000,coherent,1261.5,0.792,0.304,0.000
5000,coherent,1248.6,0.800,0.315,0.000
5000,coherent,1252.9,0.797,0.310,0.000
5000,coherent,1232.0,0.811,0.319,0.000
5000,coherent,1242.2,0.804,0.317,0.000
5000,coherent,1235.4,0.809,0.318,0.000
5000,coherent,1237.3,0.807,0.314,0.000
5000,coherent,1230.4,0.812,0.318,0.000
5000,coherent,1239.5,0.806,0.318,0.000
5000,coherent,1250.2,0.799,0.314,0.000
5000,coherent,1260.4,0.793,0.308,0.000
5000,coherent,1238.6,0.806,0.316,0.000

BlockSize: 128
5000,coherent,921.3,0.789,0.284,0.000
5000,coherent,1302.9,0.767,0.286,0.000
5000,coherent,1274.3,0.784,0.297,0.000
5000,coherent,1263.0,0.791,0.304,0.000
5000,coherent,1251.5,0.798,0.311,0.000
5000,coherent,1253.0,0.797,0.313,0.000
5000,coherent,1252.9,0.797,0.311,0.000
5000,coherent,1247.7,0.801,0.315,0.000
5000,coherent,1249.3,0.800,0.311,0.000
5000,coherent,1258.0,0.794,0.312,0.000
5000,coherent,1238.9,0.807,0.319,0.000
5000,coherent,1256.8,0.795,0.311,0.000
5000,coherent,1255.8,0.795,0.311,0.000
5000,coherent,1259.7,0.793,0.307,0.000
5000,coherent,1234.2,0.809,0.312,0.000

BlockSize: 256
5000,coherent,970.9,0.769,0.279,0.000
5000,coherent,1280.2,0.780,0.288,0.000
5000,coherent,1283.3,0.778,0.295,0.000
5000,coherent,1257.1,0.795,0.305,0.000
5000,coherent,1257.4,0.794,0.306,0.000
5000,coherent,1239.9,0.806,0.316,0.000
5000,coherent,1249.0,0.800,0.308,0.000
5000,coherent,1233.7,0.810,0.315,0.000
5000,coherent,1257.3,0.794,0.307,0.000
5000,coherent,1245.9,0.802,0.309,0.000
5000,coherent,1256.0,0.795,0.312,0.000
5000,coherent,1254.1,0.796,0.311,0.000
5000,coherent,1263.1,0.791,0.305,0.000
5000,coherent,1271.3,0.786,0.303,0.000
5000,coherent,1234.3,0.809,0.312,0.000
5000,coherent,1017.1,0.804,0.311,0.000

BlockSize: 512
5000,coherent,941.5,0.789,0.285,0.000
5000,coherent,1292.6,0.773,0.290,0.000
5000,coherent,1269.9,0.787,0.301,0.000
5000,coherent,1263.2,0.791,0.307,0.000
5000,coherent,1250.7,0.799,0.313,0.000
5000,coherent,1236.9,0.808,0.315,0.000
5000,coherent,1260.6,0.792,0.310,0.000
5000,coherent,1238.0,0.807,0.316,0.000
5000,coherent,1256.7,0.795,0.312,0.000
5000,coherent,1257.0,0.795,0.312,0.000
5000,coherent,1235.8,0.808,0.317,0.000
5000,coherent,1243.6,0.803,0.317,0.000
5000,coherent,1253.9,0.797,0.311,0.000
5000,coherent,1256.4,0.795,0.311,0.000
5000,coherent,1243.8,0.803,0.312,0.000
5000,coherent,1231.4,0.811,0.316,0.000

BlockSize: 1024
5000,coherent,948.5,0.780,0.279,0.000
5000,coherent,1266.3,0.789,0.298,0.000
5000,coherent,1250.6,0.799,0.311,0.000
5000,coherent,1220.9,0.818,0.330,0.000
5000,coherent,1208.9,0.826,0.338,0.000
5000,coherent,1205.4,0.829,0.341,0.000
5000,coherent,1211.4,0.825,0.339,0.000
5000,coherent,1197.4,0.834,0.343,0.000
5000,coherent,1212.6,0.824,0.333,0.000
5000,coherent,1218.0,0.820,0.335,0.000
5000,coherent,1212.2,0.824,0.337,0.000
5000,coherent,1197.4,0.834,0.343,0.000
5000,coherent,1217.0,0.821,0.335,0.000
5000,coherent,1205.5,0.829,0.339,0.000
5000,coherent,1194.6,0.836,0.332,0.000
