2-Distance Cell

5000,naive,534.6,1.384,0.853,0.000
5000,naive,752.6,1.328,0.807,0.000
5000,naive,764.5,1.307,0.799,0.000
5000,naive,465.9,2.145,0.801,0.000
5000,naive,764.9,1.307,0.806,0.000
5000,naive,759.2,1.316,0.819,0.000
5000,scattered,949.7,0.781,0.271,0.000
5000,scattered,1199.6,0.833,0.283,0.000
5000,scattered,1276.9,0.782,0.295,0.000
5000,scattered,1217.4,0.820,0.309,0.000
5000,scattered,1251.6,0.798,0.308,0.000
5000,scattered,1237.0,0.808,0.322,0.000
5000,scattered,1161.6,0.860,0.330,0.000
5000,coherent,870.9,0.835,0.283,0.000
5000,coherent,1251.9,0.798,0.289,0.000
5000,coherent,1278.2,0.782,0.296,0.000
5000,coherent,1121.8,0.891,0.303,0.000
5000,coherent,1242.9,0.804,0.317,0.000
5000,coherent,1251.8,0.798,0.311,0.000

3-Distance Cell

5000,naive,539.8,1.385,0.875,0.000
5000,naive,758.6,1.317,0.828,0.000
5000,naive,760.6,1.314,0.826,0.000
5000,naive,759.9,1.315,0.824,0.000
5000,naive,760.0,1.315,0.826,0.000
5000,naive,758.2,1.318,0.826,0.000
5000,naive,759.7,1.316,0.828,0.000
5000,naive,758.7,1.317,0.825,0.000
5000,naive,759.0,1.317,0.826,0.000
5000,naive,754.9,1.324,0.832,0.000
5000,naive,755.0,1.324,0.836,0.000
5000,naive,756.6,1.321,0.826,0.000
5000,naive,757.7,1.319,0.831,0.000
5000,naive,753.6,1.326,0.833,0.000
5000,naive,756.7,1.321,0.829,0.000
5000,naive,753.9,1.326,0.833,0.000
5000,naive,742.4,1.346,0.837,0.000
5000,scattered,915.5,0.806,0.283,0.000
5000,scattered,1273.5,0.784,0.297,0.000
5000,scattered,1227.9,0.814,0.323,0.000
5000,scattered,1220.8,0.818,0.334,0.000
5000,scattered,1188.7,0.840,0.348,0.000
5000,scattered,1181.9,0.845,0.360,0.000
5000,scattered,1185.0,0.843,0.355,0.000
5000,scattered,1179.2,0.847,0.363,0.000
5000,scattered,1167.5,0.856,0.367,0.000
5000,scattered,1164.3,0.858,0.370,0.000
5000,scattered,1172.3,0.852,0.366,0.000
5000,scattered,1141.1,0.876,0.389,0.000
5000,scattered,1144.6,0.873,0.384,0.000
5000,scattered,1155.4,0.865,0.382,0.000
5000,scattered,1126.9,0.887,0.389,0.000
5000,coherent,921.7,0.807,0.288,0.000
5000,coherent,1257.2,0.794,0.306,0.000
5000,coherent,1216.8,0.821,0.332,0.000
5000,coherent,1191.7,0.838,0.346,0.000
5000,coherent,1198.0,0.834,0.351,0.000
5000,coherent,1194.6,0.836,0.349,0.000
5000,coherent,1206.5,0.828,0.343,0.000
5000,coherent,1171.4,0.853,0.364,0.000
5000,coherent,1181.0,0.846,0.362,0.000
5000,coherent,1149.1,0.869,0.379,0.000
5000,coherent,1167.3,0.856,0.370,0.000
5000,coherent,1161.2,0.860,0.373,0.000
5000,coherent,1122.3,0.890,0.406,0.000
5000,coherent,1101.7,0.907,0.416,0.000
5000,coherent,1106.4,0.903,0.417,0.000
5000,coherent,1085.9,0.920,0.417,0.000
