100, 3215.39
200, 3293.79
500, 3326.16
1000, 2862.01
2000, 2121.95
5000, 1204.88
10000, 661.506
20000, 225.506
50000, 56.2201
100000, 27.5272
200000, 18.3199
500000, 9.2766
1000000, 4.8634
