100, 2071.28
200, 2100.51
500, 2082.45
1000, 2061.32
2000, 2065.03
5000, 1879.79
10000, 1832.77
20000, 1856.85
50000, 1794.31
100000, 1604.08
200000, 905.997
500000, 350.596
1000000, 107.771

