100, 2041.25
200, 2126.75
500, 2084.26
1000, 2123.8
2000, 2108.53
5000, 1913.54
10000, 1915.64
20000, 1877.9
50000, 1737.95
100000, 1381.37
200000, 728.581
500000, 245.027
1000000, 76.2809

