100,2067.64
200,2054.46
500,2043.68
1000,2025.36
2000,2006.11
5000,1939.42
10000,1882.47
20000,1834.35
50000,1726.47
100000,1493.92
200000,821.418
500000,272.791
1000000,82.2712
