100, 1998.28
200, 1975.49
500, 2014.33
1000, 1984.11
2000, 1957.85
5000, 1820.31
10000, 1855.18
20000, 1096.87
50000, 1081.42
100000, 1759.89
200000, 1345.9
500000, 495.841
1000000, 181.168
