Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,FlipToken,TimeInSeconds,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,Render Queue Depth,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1Util(%),GPU1Temp(C),PCAT Power Total(W),Perf/W Total(F/J) (PCAT),Perf/W Total(F/J) (API),Perf/W GPUOnly(F/J) (API),Perf/W Total-USBC(F/J) (API),GPUOnlyPwr(W) (API),NV-Total-USBCPwr(W) (API),NV Pwr(W) (API),AMDPwr(W) (API),CPUClk(MHz),CPUUtil(%),CPU Package Temp(C),CPU Package Power(W),CPU TDP (W),CPUCoreUtil%[ 0],CPUCoreUtil%[ 1],CPUCoreUtil%[ 2],CPUCoreUtil%[ 3],CPUCoreUtil%[ 4],CPUCoreUtil%[ 5],CPUCoreUtil%[ 6],CPUCoreUtil%[ 7],CPUCoreUtil%[ 8],CPUCoreUtil%[ 9],CPUCoreUtil%[10],CPUCoreUtil%[11],CPUCoreUtil%[12],CPUCoreUtil%[13],CPUCoreUtil%[14],CPUCoreUtil%[15],CPUCoreUtil%[16],CPUCoreUtil%[17],CPUCoreUtil%[18],CPUCoreUtil%[19],CPUCoreUtil%[20],CPUCoreUtil%[21],CPUCoreUtil%[22],CPUCoreUtil%[23],CPUCoreUtil%[24],CPUCoreUtil%[25],CPUCoreUtil%[26],CPUCoreUtil%[27],CPUCoreUtil%[28],CPUCoreUtil%[29],CPUCoreUtil%[30],CPUCoreUtil%[31],CPUCoreUtil%[32],CPUCoreUtil%[33],CPUCoreUtil%[34],CPUCoreUtil%[35],CPUCoreUtil%[36],CPUCoreUtil%[37],CPUCoreUtil%[38],CPUCoreUtil%[39],CPUCoreUtil%[40],CPUCoreUtil%[41],CPUCoreUtil%[42],CPUCoreUtil%[43],CPUCoreUtil%[44],CPUCoreUtil%[45],CPUCoreUtil%[46],CPUCoreUtil%[47],CPUCoreUtil%[48],CPUCoreUtil%[49],CPUCoreUtil%[50],CPUCoreUtil%[51],CPUCoreUtil%[52],CPUCoreUtil%[53],CPUCoreUtil%[54],CPUCoreUtil%[55],CPUCoreUtil%[56],CPUCoreUtil%[57],CPUCoreUtil%[58],CPUCoreUtil%[59],CPUCoreUtil%[60],CPUCoreUtil%[61],CPUCoreUtil%[62],CPUCoreUtil%[63],Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W)
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4774,2231.575679,NA,1.360,1.409,0.000,0.154,0.154,0.113,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,11.203,18.067,11.203,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4775,2231.577969,NA,2.290,2.233,0.000,0.098,0.098,0.043,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,6.652,10.727,6.652,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4776,2231.579240,NA,1.271,1.312,0.000,0.138,0.138,0.108,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,11.982,19.323,11.982,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4777,2231.580272,NA,1.032,1.058,0.000,0.164,0.164,0.159,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,14.766,23.814,14.766,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4778,2231.581481,NA,1.209,1.145,0.000,0.101,0.101,0.083,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,12.601,20.321,12.601,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4779,2231.582610,NA,1.129,1.129,0.000,0.101,0.101,0.089,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,13.491,21.757,13.491,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4780,2231.583701,NA,1.092,1.089,0.000,0.098,0.098,0.090,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,13.952,22.501,13.952,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4781,2231.584804,NA,1.103,1.141,0.000,0.136,0.136,0.124,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,13.814,22.278,13.814,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,Other,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4782,2231.586154,NA,1.350,1.286,0.000,0.072,0.072,0.053,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,11.282,18.194,11.282,40,65,65,NA,4038,11,NA,NA,NA,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis5650_boids.exe,NVIDIA GeForce RTX 5070,Intel(R) Core(TM) Ultra 7 265K,WINDOWED,OGL,1,16804,0x0000000000000000,0,0,Hardware: Legacy Flip,0,4783,2231.587510,NA,1.356,1.412,0.000,0.128,0.128,0.094,NA,550,NA,2,NA,2857,13801,34,45,NA,NA,11.233,18.115,11.233,40,65,65,NA,4038,11, 47,33.083, 125,63,15,0,0,0,0,10,7,3,10,0,0,0,0,13,26,0,0,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
